"CBSA","CBSA.Code","Year","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.PM2.5","Days.PM10"
"Albuquerque, NM",10740,2021,365,86,258,19,2,0,0,166,92,62,0,0,181,61,123
"Alexandria, LA",10780,2021,122,111,11,0,0,0,0,62,46,28,0,0,0,122,0
"Allentown-Bethlehem-Easton, PA-NJ",10900,2021,365,255,106,3,1,0,0,153,68,43,0,6,178,181,0
"Altoona, PA",11020,2021,336,264,70,2,0,0,0,120,59,38,0,0,120,216,0
"Amarillo, TX",11100,2021,364,287,74,3,0,0,0,119,64,43,0,0,329,35,0
"Americus, GA",11140,2021,245,228,17,0,0,0,0,74,49,35,0,0,245,0,0
"Anchorage, AK",11260,2021,365,293,68,3,1,0,0,160,57,25,0,0,0,250,115
"Ann Arbor, MI",11460,2021,365,278,87,0,0,0,0,100,61,40,0,0,228,137,0
"Appleton, WI",11540,2021,363,267,93,3,0,0,0,139,62,38,0,0,143,220,0
"Ardmore, OK",11620,2021,346,252,84,10,0,0,0,136,67,43,0,0,213,133,0
"Arkadelphia, AR",11660,2021,338,328,10,0,0,0,0,90,45,32,0,0,338,0,0
"Asheville, NC",11700,2021,365,297,68,0,0,0,0,93,61,40,0,0,215,150,0
"Ashtabula, OH",11780,2021,243,213,28,2,0,0,0,112,58,38,0,0,243,0,0
"Athens, OH",11900,2021,113,105,8,0,0,0,0,74,48,20,0,0,0,113,0
"Athens, TN",11940,2021,360,312,48,0,0,0,0,89,54,28,0,0,0,360,0
"Athens-Clarke County, GA",12020,2021,365,262,102,1,0,0,0,107,61,41,0,0,120,245,0
"Atlanta-Sandy Springs-Roswell, GA",12060,2021,365,209,148,8,0,0,0,150,77,47,0,13,149,203,0
"Atlantic City-Hammonton, NJ",12100,2021,362,324,38,0,0,0,0,95,51,35,0,0,262,100,0
"Augusta-Richmond County, GA-SC",12260,2021,365,227,131,7,0,0,0,145,70,44,0,0,130,235,0
"Augusta-Waterville, ME",12300,2021,244,234,9,1,0,0,0,125,44,33,0,0,211,31,2
"Austin-Round Rock, TX",12420,2021,365,249,115,1,0,0,0,101,64,43,0,6,185,170,4
"Bakersfield, CA",12540,2021,365,65,172,97,29,1,1,316,147,84,0,0,185,159,21
"Baltimore-Columbia-Towson, MD",12580,2021,365,251,99,15,0,0,0,140,77,45,0,27,221,117,0
"Bangor, ME",12620,2021,362,337,25,0,0,0,0,100,47,30,0,0,205,153,4
"Baraboo, WI",12660,2021,365,281,84,0,0,0,0,95,60,38,0,0,148,215,2
"Barnstable Town, MA",12700,2021,359,332,24,3,0,0,0,126,48,36,0,0,352,7,0
"Bartlesville, OK",12780,2021,345,243,95,7,0,0,0,139,64,43,0,0,200,145,0
"Baton Rouge, LA",12940,2021,365,245,115,4,1,0,0,159,66,45,0,0,160,205,0
"Bay City, MI",13020,2021,363,328,35,0,0,0,0,84,50,21,0,0,0,363,0
"Beatrice, NE",13100,2021,184,107,76,1,0,0,0,115,62,47,0,0,0,184,0
"Beaumont-Port Arthur, TX",13140,2021,365,287,75,3,0,0,0,115,59,39,0,2,207,156,0
"Beaver Dam, WI",13180,2021,365,261,104,0,0,0,0,99,67,41,0,0,233,132,0
"Bellingham, WA",13380,2021,332,326,4,2,0,0,0,129,39,27,0,0,164,168,0
"Bemidji, MN",13420,2021,341,298,34,5,3,1,0,259,56,22,0,0,0,341,0
"Bend-Redmond, OR",13460,2021,365,317,28,10,8,1,1,327,56,19,0,0,0,365,0
"Bennington, VT",13540,2021,365,332,32,1,0,0,0,115,48,34,0,0,283,82,0
"Berlin, NH-VT",13620,2021,360,325,33,2,0,0,0,133,50,42,0,0,357,3,0
"Billings, MT",13740,2021,340,255,75,9,1,0,0,163,66,30,0,0,0,340,0
"Birmingham-Hoover, AL",13820,2021,365,174,186,3,2,0,0,179,77,51,0,1,83,280,1
"Bishop, CA",13860,2021,365,131,191,25,13,2,3,552,115,58,0,0,181,153,31
"Bismarck, ND",13900,2021,365,266,80,11,8,0,0,174,74,40,0,3,232,126,4
"Blacksburg-Christiansburg-Radford, VA",13980,2021,358,331,27,0,0,0,0,74,49,38,0,0,358,0,0
"Bloomington, IL",14010,2021,365,271,93,1,0,0,0,107,59,41,0,0,148,217,0
"Bloomington, IN",14020,2021,365,287,78,0,0,0,0,100,61,40,0,0,211,154,0
"Boise City, ID",14260,2021,365,201,144,16,4,0,0,168,80,49,0,3,164,187,11
"Boston-Cambridge-Newton, MA-NH",14460,2021,365,281,79,4,1,0,0,153,61,40,0,12,195,157,1
"Boulder, CO",14500,2021,365,204,126,32,3,0,0,159,100,48,0,0,273,90,2
"Bowling Green, KY",14540,2021,365,282,81,2,0,0,0,117,61,40,0,0,195,170,0
"Bozeman, MT",14580,2021,365,286,64,14,1,0,0,156,75,31,2,6,0,357,0
"Brainerd, MN",14660,2021,365,240,113,7,3,2,0,251,71,44,0,0,48,317,0
"Branson, MO",14700,2021,118,113,5,0,0,0,0,84,42,20,0,0,0,118,0
"Bremerton-Silverdale, WA",14740,2021,359,353,5,1,0,0,0,113,33,20,0,0,0,359,0
"Bridgeport-Stamford-Norwalk, CT",14860,2021,363,277,67,13,6,0,0,185,71,42,0,24,176,163,0
"Brookings, SD",15100,2021,365,280,77,6,1,1,0,212,67,38,0,0,251,77,37
"Brownsville-Harlingen, TX",15180,2021,365,235,130,0,0,0,0,99,67,43,0,0,114,251,0
"Brunswick, GA",15260,2021,322,298,24,0,0,0,0,77,48,34,0,0,213,109,0
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2021,365,286,77,2,0,0,0,108,61,40,0,15,206,144,0
"Burlington-South Burlington, VT",15540,2021,365,327,37,1,0,0,0,129,51,37,0,1,248,116,0
"Butte-Silver Bow, MT",15580,2021,365,292,53,14,6,0,0,160,77,25,0,0,0,292,73
"Cadillac, MI",15620,2021,363,286,76,1,0,0,0,105,58,39,0,0,234,129,0
"Cambridge, MD",15700,2021,365,318,46,1,0,0,0,105,54,39,0,0,309,56,0
"Canton-Massillon, OH",15940,2021,365,239,123,3,0,0,0,127,72,44,0,0,150,215,0
"Cape Coral-Fort Myers, FL",15980,2021,365,332,33,0,0,0,0,97,50,36,0,0,241,120,4
"Carlsbad-Artesia, NM",16100,2021,365,222,117,25,1,0,0,166,93,47,0,2,358,5,0
"Carson City, NV",16180,2021,365,281,56,9,13,6,0,277,82,41,0,0,290,75,0
"Casper, WY",16220,2021,365,286,73,6,0,0,0,125,71,42,0,2,347,16,0
"Ca¤on City, CO",15860,2021,86,85,1,0,0,0,0,62,28,15,0,0,0,0,86
"Cedar City, UT",16260,2021,365,300,61,3,1,0,0,169,60,40,0,18,306,41,0
"Cedar Rapids, IA",16300,2021,365,235,126,4,0,0,0,123,66,44,0,0,128,236,1
"Centralia, WA",16500,2021,350,342,8,0,0,0,0,68,35,18,0,0,0,350,0
"Chambersburg-Waynesboro, PA",16540,2021,288,274,14,0,0,0,0,77,47,35,0,0,288,0,0
"Champaign-Urbana, IL",16580,2021,365,289,76,0,0,0,0,99,60,38,0,0,220,145,0
"Charleston, WV",16620,2021,365,298,67,0,0,0,0,97,60,38,0,0,209,156,0
"Charleston-North Charleston, SC",16700,2021,365,290,75,0,0,0,0,93,58,40,0,0,151,214,0
"Charlotte-Concord-Gastonia, NC-SC",16740,2021,365,235,127,3,0,0,0,128,71,46,0,1,216,148,0
"Charlottesville, VA",16820,2021,360,310,50,0,0,0,0,97,55,37,0,0,178,182,0
"Chattanooga, TN-GA",16860,2021,351,233,116,2,0,0,0,110,65,45,0,0,135,216,0
"Cheyenne, WY",16940,2021,364,265,88,11,0,0,0,126,77,43,2,3,333,25,1
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2021,365,125,212,26,2,0,0,169,97,58,0,18,125,186,36
"Chico, CA",17020,2021,365,198,136,18,11,2,0,233,90,48,0,0,222,140,3
"Cincinnati, OH-KY-IN",17140,2021,365,167,190,8,0,0,0,140,78,52,0,11,105,234,15
"Claremont-Lebanon, NH-VT",17200,2021,365,343,21,1,0,0,0,106,47,34,0,0,278,87,0
"Clarksburg, WV",17220,2021,115,102,13,0,0,0,0,65,52,26,0,0,0,115,0
"Clarksville, TN-KY",17300,2021,365,257,107,1,0,0,0,138,65,43,0,0,173,192,0
"Clearlake, CA",17340,2021,356,350,5,0,1,0,0,156,43,33,0,0,341,13,2
"Cleveland, MS",17380,2021,360,294,66,0,0,0,0,90,54,38,0,0,160,200,0
"Cleveland-Elyria, OH",17460,2021,365,173,184,8,0,0,0,122,80,52,0,5,131,222,7
"Clinton, IA",17540,2021,365,204,159,2,0,0,0,112,66,47,0,0,117,248,0
"Coeur d'Alene, ID",17660,2021,357,310,39,3,5,0,0,184,55,23,0,0,0,357,0
"College Station-Bryan, TX",17780,2021,356,312,44,0,0,0,0,84,53,30,0,0,0,356,0
"Colorado Springs, CO",17820,2021,365,236,101,28,0,0,0,140,93,47,0,0,347,18,0
"Columbia, MO",17860,2021,245,233,12,0,0,0,0,77,47,37,0,0,245,0,0
"Columbia, SC",17900,2021,365,270,93,2,0,0,0,102,63,41,0,0,189,176,0
"Columbus, GA-AL",17980,2021,365,275,86,3,1,0,0,154,61,40,0,0,114,251,0
"Columbus, IN",18020,2021,364,303,61,0,0,0,0,93,56,38,0,0,238,126,0
"Columbus, OH",18140,2021,365,260,105,0,0,0,0,100,67,43,0,10,163,192,0
"Concord, NH",18180,2021,214,200,13,1,0,0,0,101,47,36,0,0,214,0,0
"Cookeville, TN",18260,2021,356,314,42,0,0,0,0,90,53,27,0,0,0,356,0
"Corning, NY",18500,2021,365,318,46,1,0,0,0,124,54,35,0,0,263,102,0
"Corpus Christi, TX",18580,2021,364,268,94,2,0,0,0,113,64,42,0,0,188,175,1
"Corsicana, TX",18620,2021,365,304,61,0,0,0,0,100,56,39,0,1,255,109,0
"Corvallis, OR",18700,2021,365,356,9,0,0,0,0,64,34,17,0,0,0,365,0
"Crescent City, CA",18860,2021,323,303,20,0,0,0,0,69,45,23,0,0,0,323,0
"Crestview-Fort Walton Beach-Destin, FL",18880,2021,365,359,6,0,0,0,0,61,44,33,0,0,357,0,8
"Cullowhee, NC",19000,2021,100,91,9,0,0,0,0,70,48,28,0,0,0,100,0
"Dallas-Fort Worth-Arlington, TX",19100,2021,365,197,137,27,3,1,0,209,93,49,0,12,224,129,0
"Dalton, GA",19140,2021,276,242,34,0,0,0,0,87,51,37,0,0,234,42,0
"Danville, VA",19260,2021,335,335,0,0,0,0,0,21,7,3,0,335,0,0,0
"Daphne-Fairhope-Foley, AL",19300,2021,280,264,16,0,0,0,0,61,48,35,0,0,221,59,0
"Davenport-Moline-Rock Island, IA-IL",19340,2021,365,205,157,3,0,0,0,112,67,49,0,0,122,171,72
"Dayton, OH",19380,2021,365,227,137,1,0,0,0,101,68,45,0,0,169,196,0
"Decatur, AL",19460,2021,365,292,73,0,0,0,0,96,58,39,0,0,119,246,0
"Decatur, IL",19500,2021,361,257,101,3,0,0,0,112,64,43,0,0,149,212,0
"Deltona-Daytona Beach-Ormond Beach, FL",19660,2021,365,315,50,0,0,0,0,77,53,40,0,0,203,162,0
"Deming, NM",19700,2021,362,339,20,2,0,0,1,466,40,19,0,0,0,0,362
"Denver-Aurora-Lakewood, CO",19740,2021,365,110,188,50,17,0,0,177,122,61,0,68,232,41,24
"Des Moines-West Des Moines, IA",19780,2021,365,284,80,1,0,0,0,110,61,40,0,13,158,189,5
"Detroit-Warren-Dearborn, MI",19820,2021,365,146,210,9,0,0,0,140,84,54,0,11,92,247,15
"Dickinson, ND",19860,2021,364,309,50,3,2,0,0,159,63,36,0,0,312,52,0
"Dodge City, KS",19980,2021,358,353,5,0,0,0,0,80,32,17,0,0,0,0,358
"Douglas, GA",20060,2021,116,110,6,0,0,0,0,65,43,26,0,0,0,116,0
"Dover, DE",20100,2021,360,308,50,2,0,0,0,108,54,38,0,0,260,100,0
"DuBois, PA",20180,2021,277,274,3,0,0,0,0,54,44,33,0,0,277,0,0
"Duluth, MN-WI",20260,2021,365,302,52,9,2,0,0,157,64,36,0,2,265,87,11
"Durango, CO",20420,2021,364,249,111,4,0,0,0,140,71,47,1,0,349,14,0
"Durham-Chapel Hill, NC",20500,2021,365,298,67,0,0,0,0,90,56,40,0,0,189,176,0
"Dyersburg, TN",20540,2021,350,295,54,1,0,0,0,105,54,29,0,0,0,350,0
"Eagle Pass, TX",20580,2021,353,285,68,0,0,0,0,87,56,28,0,0,0,353,0
"East Stroudsburg, PA",20700,2021,233,214,19,0,0,0,0,84,49,35,0,0,233,0,0
"Eau Claire, WI",20740,2021,362,269,88,4,1,0,0,153,66,39,0,0,142,219,1
"Effingham, IL",20820,2021,237,226,11,0,0,0,0,77,46,37,0,0,237,0,0
"El Centro, CA",20940,2021,365,113,223,22,4,1,2,442,97,58,0,1,161,65,138
"El Dorado, AR",20980,2021,116,92,24,0,0,0,0,71,54,36,0,0,0,116,0
"El Paso, TX",21340,2021,365,141,205,19,0,0,0,150,82,54,0,21,194,131,19
"Elizabethtown-Fort Knox, KY",21060,2021,364,296,67,1,0,0,0,101,58,38,0,0,181,183,0
"Elkhart-Goshen, IN",21140,2021,365,275,90,0,0,0,0,87,58,39,0,0,212,153,0
"Elko, NV",21220,2021,365,323,38,4,0,0,0,136,53,18,0,0,0,23,342
"Ellensburg, WA",21260,2021,365,336,24,3,2,0,0,167,46,21,0,0,0,365,0
"Emporia, KS",21380,2021,120,113,7,0,0,0,0,99,41,20,0,0,0,120,0
"Erie, PA",21500,2021,329,290,39,0,0,0,0,91,52,35,2,28,178,112,9
"Espa¤ola, NM",21580,2021,363,276,86,1,0,0,0,143,64,44,0,0,360,3,0
"Eugene, OR",21660,2021,365,268,77,6,13,1,0,205,74,38,0,0,95,264,6
"Eureka-Arcata-Fortuna, CA",21700,2021,365,353,12,0,0,0,0,60,40,28,12,0,234,60,59
"Evanston, WY",21740,2021,364,361,3,0,0,0,0,60,25,7,0,0,0,0,364
"Evansville, IN-KY",21780,2021,365,258,105,2,0,0,0,109,67,42,0,0,172,193,0
"Fairbanks, AK",21820,2021,365,254,77,21,13,0,0,179,97,35,0,0,99,264,2
"Fairmont, WV",21900,2021,91,78,13,0,0,0,0,80,53,30,0,0,0,91,0
"Fallon, NV",21980,2021,362,271,81,9,1,0,0,159,74,44,0,0,362,0,0
"Fargo, ND-MN",22020,2021,363,278,68,8,9,0,0,192,72,37,0,5,198,160,0
"Farmington, NM",22140,2021,365,237,120,8,0,0,0,126,77,46,0,1,360,0,4
"Fayetteville, NC",22180,2021,365,285,79,1,0,0,0,107,61,41,0,0,190,175,0
"Fayetteville-Springdale-Rogers, AR-MO",22220,2021,365,269,95,1,0,0,0,119,62,41,0,0,209,156,0
"Fernley, NV",22280,2021,270,196,67,7,0,0,0,133,74,41,0,0,270,0,0
"Flagstaff, AZ",22380,2021,365,268,97,0,0,0,0,93,64,45,0,0,360,5,0
"Flint, MI",22420,2021,365,291,71,3,0,0,0,119,57,39,0,0,208,157,0
"Florence, SC",22500,2021,350,298,52,0,0,0,0,85,54,35,0,0,188,162,0
"Fond du Lac, WI",22540,2021,208,178,30,0,0,0,0,90,54,39,0,0,208,0,0
"Fort Collins, CO",22660,2021,365,197,133,32,3,0,0,156,100,50,0,0,332,33,0
"Fort Madison-Keokuk, IA-IL-MO",22800,2021,101,81,20,0,0,0,0,69,58,32,0,0,0,101,0
"Fort Payne, AL",22840,2021,361,331,30,0,0,0,0,84,49,36,0,0,320,41,0
"Fort Smith, AR-OK",22900,2021,360,306,52,2,0,0,0,122,54,36,0,2,178,180,0
"Fort Wayne, IN",23060,2021,365,258,107,0,0,0,0,100,64,41,0,0,186,179,0
"Fresno, CA",23420,2021,365,102,181,63,18,1,0,278,130,67,0,1,186,161,17
"Gadsden, AL",23460,2021,286,253,33,0,0,0,0,77,51,36,0,0,213,73,0
"Gainesville, FL",23540,2021,364,350,14,0,0,0,0,84,46,34,0,0,230,134,0
"Gainesville, GA",23580,2021,365,291,74,0,0,0,0,81,57,34,0,0,0,365,0
"Gardnerville Ranchos, NV",23820,2021,365,297,35,7,22,4,0,254,89,18,0,0,0,365,0
"Gettysburg, PA",23900,2021,364,263,98,3,0,0,0,129,65,42,0,0,225,139,0
"Gillette, WY",23940,2021,365,222,127,16,0,0,0,143,87,44,0,0,192,18,155
"Glenwood Springs, CO",24060,2021,365,230,130,4,1,0,0,156,74,47,0,0,350,14,1
"Grand Island, NE",24260,2021,357,313,42,2,0,0,0,134,52,26,0,0,0,357,0
"Grand Junction, CO",24300,2021,365,278,85,2,0,0,0,139,64,44,0,0,310,55,0
"Grand Rapids-Wyoming, MI",24340,2021,365,227,133,5,0,0,0,143,70,44,0,7,183,175,0
"Grants Pass, OR",24420,2021,365,283,63,10,9,0,0,178,71,27,0,0,0,365,0
"Great Falls, MT",24500,2021,365,316,38,9,2,0,0,157,57,20,0,0,0,365,0
"Greeley, CO",24540,2021,365,199,132,33,1,0,0,154,100,49,0,1,287,77,0
"Green Bay, WI",24580,2021,365,268,92,5,0,0,0,125,67,40,0,0,178,187,0
"Greenfield Town, MA",24640,2021,365,297,68,0,0,0,0,98,55,36,0,0,171,194,0
"Greensboro-High Point, NC",24660,2021,365,277,88,0,0,0,0,100,61,42,0,0,193,169,3
"Greenville, NC",24780,2021,360,325,35,0,0,0,0,80,50,34,0,0,194,166,0
"Greenville-Anderson-Mauldin, SC",24860,2021,365,244,120,1,0,0,0,101,67,45,0,3,193,169,0
"Guayama, PR",25020,2021,54,45,9,0,0,0,0,74,60,21,0,0,0,52,2
"Gulfport-Biloxi-Pascagoula, MS",25060,2021,360,270,90,0,0,0,0,97,58,42,0,0,139,221,0
"Hagerstown-Martinsburg, MD-WV",25180,2021,361,274,86,1,0,0,0,115,61,40,0,0,200,161,0
"Hailey, ID",25200,2021,350,305,35,10,0,0,0,144,61,18,0,0,0,350,0
"Hammond, LA",25220,2021,110,95,15,0,0,0,0,60,53,29,0,0,0,110,0
"Hanford-Corcoran, CA",25260,2021,365,113,201,40,10,0,1,666,109,61,0,0,139,139,87
"Harrisburg-Carlisle, PA",25420,2021,365,243,120,2,0,0,0,127,68,42,0,0,127,238,0
"Harrison, AR",25460,2021,365,347,18,0,0,0,0,74,47,36,0,0,349,16,0
"Harrisonburg, VA",25500,2021,363,328,35,0,0,0,0,87,50,34,0,97,223,43,0
"Hartford-West Hartford-East Hartford, CT",25540,2021,365,286,64,14,1,0,0,151,66,39,0,22,227,116,0
"Hattiesburg, MS",25620,2021,363,281,82,0,0,0,0,92,55,38,0,0,0,363,0
"Helena, MT",25740,2021,365,278,70,14,3,0,0,155,74,43,0,0,258,107,0
"Hermiston-Pendleton, OR",25840,2021,365,300,57,6,2,0,0,164,59,35,0,0,126,239,0
"Hickory-Lenoir-Morganton, NC",25860,2021,360,269,91,0,0,0,0,93,59,42,0,0,160,200,0
"Hilo, HI",25900,2021,365,358,7,0,0,0,0,60,36,19,0,0,0,365,0
"Hobbs, NM",26020,2021,365,283,79,2,1,0,0,151,64,43,0,2,311,52,0
"Holland, MI",26090,2021,361,281,71,9,0,0,0,136,62,38,0,0,209,152,0
"Homosassa Springs, FL",26140,2021,360,326,34,0,0,0,0,81,50,33,0,0,0,360,0
"Hot Springs, AR",26300,2021,120,96,24,0,0,0,0,77,55,34,0,0,0,120,0
"Houghton, MI",26340,2021,117,111,6,0,0,0,0,63,31,10,0,0,0,117,0
"Houma-Thibodaux, LA",26380,2021,349,279,70,0,0,0,0,84,54,38,0,0,155,194,0
"Houston-The Woodlands-Sugar Land, TX",26420,2021,365,141,194,21,9,0,0,179,97,54,0,3,142,202,18
"Huntington-Ashland, WV-KY-OH",26580,2021,365,281,83,1,0,0,0,102,61,41,0,0,144,221,0
"Huntsville, AL",26620,2021,357,269,86,2,0,0,0,105,58,41,0,0,119,225,13
"Idaho Falls, ID",26820,2021,365,283,72,10,0,0,0,144,77,42,0,0,301,64,0
"Indiana, PA",26860,2021,348,280,66,2,0,0,0,122,60,39,0,0,166,182,0
"Indianapolis-Carmel-Anderson, IN",26900,2021,365,154,204,7,0,0,0,114,80,53,0,8,93,264,0
"Iowa City, IA",26980,2021,364,255,107,2,0,0,0,121,62,39,0,0,0,364,0
"Ithaca, NY",27060,2021,360,334,25,1,0,0,0,105,48,35,0,0,360,0,0
"Jackson, MS",27140,2021,365,260,105,0,0,0,0,87,59,43,0,0,95,270,0
"Jackson, TN",27180,2021,356,298,57,1,0,0,0,106,55,28,0,0,0,356,0
"Jackson, WY-ID",27220,2021,365,283,72,10,0,0,0,131,71,44,0,0,329,34,2
"Jacksonville, FL",27260,2021,365,268,97,0,0,0,0,93,59,43,0,0,133,232,0
"Jamestown-Dunkirk-Fredonia, NY",27460,2021,361,316,44,1,0,0,0,105,52,37,0,0,335,26,0
"Janesville-Beloit, WI",27500,2021,205,173,32,0,0,0,0,100,61,41,0,0,205,0,0
"Jasper, IN",27540,2021,125,99,26,0,0,0,0,93,59,33,0,0,0,119,6
"Jefferson City, MO",27620,2021,245,229,16,0,0,0,0,80,47,39,0,0,245,0,0
"Johnstown, PA",27780,2021,353,244,108,1,0,0,0,130,61,42,3,1,134,215,0
"Joplin, MO",27900,2021,360,298,62,0,0,0,0,93,58,38,0,0,218,0,142
"Juneau, AK",27940,2021,357,331,26,0,0,0,0,88,42,15,0,0,0,350,7
"Kahului-Wailuku-Lahaina, HI",27980,2021,363,362,1,0,0,0,0,58,23,15,0,0,0,363,0
"Kalamazoo-Portage, MI",28020,2021,349,233,116,0,0,0,0,100,66,42,0,0,137,212,0
"Kalispell, MT",28060,2021,365,295,61,8,1,0,0,154,64,37,0,0,216,92,57
"Kansas City, MO-KS",28140,2021,365,193,159,13,0,0,0,147,75,50,0,1,141,183,40
"Kapaa, HI",28180,2021,364,364,0,0,0,0,0,35,22,13,0,50,0,314,0
"Keene, NH",28300,2021,364,313,50,1,0,0,0,127,54,35,0,0,206,158,0
"Kennewick-Richland, WA",28420,2021,365,298,58,6,3,0,0,172,61,36,0,0,129,178,58
"Killeen-Temple, TX",28660,2021,365,274,88,3,0,0,0,122,67,42,0,0,274,91,0
"Kingsport-Bristol-Bristol, TN-VA",28700,2021,365,299,66,0,0,0,0,100,58,37,0,0,199,166,0
"Kingsville, TX",28780,2021,348,247,100,1,0,0,0,109,64,36,0,0,0,348,0
"Kinston, NC",28820,2021,306,284,22,0,0,0,0,97,49,34,0,0,241,0,65
"Klamath Falls, OR",28900,2021,365,195,120,19,29,2,0,212,134,45,0,0,0,365,0
"Knoxville, TN",28940,2021,365,227,132,6,0,0,0,150,68,46,0,0,177,188,0
"Kokomo, IN",29020,2021,361,283,76,2,0,0,0,105,59,40,0,0,227,134,0
"La Crosse-Onalaska, WI-MN",29100,2021,365,288,76,1,0,0,0,110,60,37,0,0,152,213,0
"La Grande, OR",29260,2021,360,318,35,5,2,0,0,165,55,20,0,0,0,355,5
"Laconia, NH",29060,2021,365,346,18,1,0,0,0,110,44,28,0,0,188,177,0
"Lafayette, LA",29180,2021,365,298,67,0,0,0,0,87,56,38,0,0,226,139,0
"Lafayette-West Lafayette, IN",29200,2021,365,283,81,1,0,0,0,105,59,40,0,0,203,162,0
"Lake Charles, LA",29340,2021,365,260,104,0,1,0,0,156,61,43,0,2,150,213,0
"Lake City, FL",29380,2021,364,322,42,0,0,0,0,77,51,37,0,0,168,196,0
"Lake Havasu City-Kingman, AZ",29420,2021,363,360,2,0,1,0,0,156,34,19,0,0,0,0,363
"Lakeland-Winter Haven, FL",29460,2021,365,314,51,0,0,0,0,84,53,39,0,0,187,178,0
"Lancaster, PA",29540,2021,365,186,171,7,1,0,0,155,80,50,0,0,101,261,3
"Lansing-East Lansing, MI",29620,2021,365,257,108,0,0,0,0,100,64,40,0,4,193,168,0
"Laramie, WY",29660,2021,365,197,154,13,0,0,1,314,84,49,0,3,285,9,68
"Laredo, TX",29700,2021,365,262,103,0,0,0,0,97,66,39,0,0,99,260,6
"Las Cruces, NM",29740,2021,365,140,194,20,8,1,2,665,94,55,0,9,212,23,121
"Las Vegas-Henderson-Paradise, NV",29820,2021,365,119,212,31,3,0,0,174,100,59,0,6,243,91,25
"Lawrenceburg, TN",29980,2021,357,319,38,0,0,0,0,97,51,26,0,0,0,357,0
"Lawton, OK",30020,2021,364,277,85,2,0,0,0,124,58,42,0,0,226,138,0
"Lebanon, PA",30140,2021,365,269,94,2,0,0,0,117,66,41,0,0,150,215,0
"Lewiston, ID-WA",30300,2021,365,249,97,14,4,1,0,208,80,35,0,0,0,365,0
"Lewiston-Auburn, ME",30340,2021,356,332,24,0,0,0,0,94,46,30,0,0,163,189,4
"Lexington-Fayette, KY",30460,2021,363,281,80,2,0,0,0,108,62,40,0,20,139,203,1
"Lima, OH",30620,2021,365,303,62,0,0,0,0,87,56,39,0,0,212,153,0
"Lincoln, NE",30700,2021,276,257,19,0,0,0,0,84,49,35,0,0,217,59,0
"Little Rock-North Little Rock-Conway, AR",30780,2021,365,213,150,2,0,0,0,112,70,47,0,6,102,257,0
"Logan, UT-ID",30860,2021,365,236,118,11,0,0,0,129,79,45,0,0,256,94,15
"Longview, TX",30980,2021,365,336,29,0,0,0,0,93,48,33,0,7,358,0,0
"Longview, WA",31020,2021,365,360,5,0,0,0,0,59,29,15,0,0,0,365,0
"Los Alamos, NM",31060,2021,119,117,1,1,0,0,0,109,25,11,0,0,0,119,0
"Los Angeles-Long Beach-Anaheim, CA",31080,2021,365,39,228,71,26,1,0,281,143,77,0,24,168,165,8
"Louisville/Jefferson County, KY-IN",31140,2021,365,222,136,7,0,0,0,143,74,46,0,8,144,213,0
"Lubbock, TX",31180,2021,347,322,25,0,0,0,0,83,48,23,0,0,0,347,0
"Ludington, MI",31220,2021,243,206,34,3,0,0,0,115,54,38,0,0,243,0,0
"Lynchburg, VA",31340,2021,119,110,9,0,0,0,0,91,46,24,0,0,0,119,0
"Macon, GA",31420,2021,365,274,89,2,0,0,0,131,62,40,0,0,113,252,0
"Madera, CA",31460,2021,365,157,173,28,7,0,0,194,100,56,0,0,237,103,25
"Madison, WI",31540,2021,365,245,119,1,0,0,0,101,65,42,0,0,143,222,0
"Manchester-Nashua, NH",31700,2021,365,335,28,2,0,0,0,144,49,36,0,0,336,29,0
"Manitowoc, WI",31820,2021,207,174,30,3,0,0,0,119,64,39,0,0,207,0,0
"Marietta, OH",31930,2021,245,222,23,0,0,0,0,87,50,39,0,0,245,0,0
"Marshall, MN",32140,2021,359,289,65,3,2,0,0,177,61,38,0,0,194,165,0
"Marshall, TX",32220,2021,362,286,72,3,1,0,0,158,60,39,0,0,173,189,0
"Mason City, IA",32380,2021,120,118,2,0,0,0,0,56,31,19,0,0,0,0,120
"Mayaguez, PR",32420,2021,334,271,61,2,0,0,0,142,57,30,0,0,139,195,0
"McAlester, OK",32540,2021,360,254,102,4,0,0,0,117,63,43,0,0,172,188,0
"McAllen-Edinburg-Mission, TX",32580,2021,363,233,128,2,0,0,0,108,71,44,0,0,147,216,0
"Medford, OR",32780,2021,365,250,80,6,24,5,0,241,99,42,0,0,96,269,0
"Memphis, TN-MS-AR",32820,2021,365,252,106,7,0,0,0,150,67,44,0,3,198,164,0
"Merced, CA",32900,2021,365,184,148,31,2,0,0,162,100,50,0,0,247,113,5
"Meridian, MS",32940,2021,245,244,1,0,0,0,0,54,42,31,0,0,245,0,0
"Miami, OK",33060,2021,365,152,196,14,3,0,0,164,86,54,0,0,41,316,8
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2021,365,257,105,3,0,0,0,135,61,44,0,25,123,217,0
